user_id,currency_pair,action,amount,price,timestamp,risk_rate,stop_loss,take_profit
8,EUR/USD,sell,8883,1.08091,09/01/2015 08:00,0.0093,1.09715,1.048
10,EUR/USD,buy,8084,1.12054,09/01/2015 12:00,0.0213,1.10553,1.14392
3,EUR/USD,buy,42777,1.10972,09/01/2015 16:00,0.0079,1.09253,1.14533
2,EUR/USD,sell,24107,1.17766,09/01/2015 20:00,0.0274,1.19198,1.13282
1,EUR/USD,sell,25804,1.14534,10/01/2015 00:00,0.0201,1.16508,1.10189
8,EUR/USD,buy,22121,1.16613,10/01/2015 04:00,0.0087,1.14344,1.21222
4,EUR/USD,sell,7480,1.08934,10/01/2015 08:00,0.0094,1.10346,1.05415
1,EUR/USD,sell,2549,1.156,10/01/2015 12:00,0.012,1.17381,1.12099
6,EUR/USD,sell,27791,1.08249,10/01/2015 16:00,0.0257,1.1031,1.04678
10,EUR/USD,buy,10877,1.23254,10/01/2015 20:00,0.0088,1.21478,1.27112
3,EUR/USD,sell,24625,1.12797,11/01/2015 00:00,0.02,1.13926,1.08658
3,EUR/USD,sell,14778,1.13325,11/01/2015 04:00,0.0214,1.15214,1.09591
7,EUR/USD,buy,47342,1.05077,11/01/2015 08:00,0.0129,1.03236,1.0724
10,EUR/USD,buy,21893,1.08345,11/01/2015 12:00,0.0189,1.07085,1.11725
1,EUR/USD,buy,4457,1.05494,11/01/2015 16:00,0.0263,1.03602,1.09039
5,EUR/USD,sell,33215,1.23664,11/01/2015 20:00,0.0143,1.25874,1.18803
7,EUR/USD,sell,34592,1.22006,12/01/2015 00:00,0.0206,1.24444,1.17563
3,EUR/USD,buy,5877,1.1189,12/01/2015 04:00,0.0192,1.10538,1.15532
7,EUR/USD,buy,3102,1.11546,12/01/2015 08:00,0.012,1.10078,1.15603
7,EUR/USD,sell,6166,1.22302,12/01/2015 12:00,0.014,1.24671,1.18188
10,EUR/USD,sell,10984,1.07166,12/01/2015 16:00,0.0141,1.08615,1.03591
3,EUR/USD,buy,42085,1.07055,12/01/2015 20:00,0.0257,1.05887,1.09219
1,EUR/USD,buy,24642,1.23763,13/01/2015 00:00,0.0074,1.21538,1.28495
10,EUR/USD,buy,31291,1.20212,13/01/2015 04:00,0.0265,1.18067,1.22644
1,EUR/USD,buy,45788,1.15955,13/01/2015 08:00,0.0078,1.14618,1.18464
2,EUR/USD,buy,46919,1.10031,13/01/2015 12:00,0.0258,1.08435,1.12671
1,EUR/USD,sell,4865,1.16815,13/01/2015 16:00,0.0285,1.18396,1.1412
10,EUR/USD,buy,17815,1.20342,13/01/2015 20:00,0.0177,1.18369,1.23026
3,EUR/USD,buy,29430,1.15304,14/01/2015 00:00,0.0137,1.1334,1.18122
1,EUR/USD,buy,32440,1.19321,14/01/2015 04:00,0.0244,1.17861,1.21893
8,EUR/USD,sell,18213,1.05582,14/01/2015 08:00,0.0173,1.06689,1.03217
10,EUR/USD,buy,47930,1.12323,14/01/2015 12:00,0.0297,1.10673,1.15586
7,EUR/USD,sell,25199,1.14362,14/01/2015 16:00,0.0209,1.15582,1.11824
3,EUR/USD,buy,39853,1.12416,14/01/2015 20:00,0.0279,1.1019,1.15164
6,EUR/USD,sell,41621,1.1308,15/01/2015 00:00,0.0298,1.14795,1.08565
4,EUR/USD,sell,3850,1.07858,15/01/2015 04:00,0.013,1.09473,1.04045
5,EUR/USD,sell,9379,1.05107,15/01/2015 08:00,0.0078,1.06322,1.02612
9,EUR/USD,sell,31126,1.05561,15/01/2015 12:00,0.0207,1.07375,1.02084
2,EUR/USD,buy,28419,1.18638,15/01/2015 16:00,0.0165,1.1739,1.22331
4,EUR/USD,buy,42596,1.07773,15/01/2015 20:00,0.0206,1.06136,1.10004
10,EUR/USD,sell,3579,1.11093,16/01/2015 00:00,0.0081,1.13114,1.08485
1,EUR/USD,sell,43768,1.24203,16/01/2015 04:00,0.0199,1.26245,1.19853
8,EUR/USD,sell,18446,1.14531,16/01/2015 08:00,0.0234,1.16449,1.11744
9,EUR/USD,sell,20440,1.20355,16/01/2015 12:00,0.0106,1.2252,1.16035
1,EUR/USD,buy,4350,1.18988,16/01/2015 16:00,0.0104,1.17324,1.22658
2,EUR/USD,sell,12668,1.24727,16/01/2015 20:00,0.0064,1.26712,1.20322
6,EUR/USD,buy,39236,1.16472,17/01/2015 00:00,0.0159,1.14149,1.19241
4,EUR/USD,sell,35268,1.24099,17/01/2015 04:00,0.0203,1.25563,1.20273
2,EUR/USD,buy,7460,1.09866,17/01/2015 08:00,0.0243,1.0828,1.12654
4,EUR/USD,sell,31005,1.10843,17/01/2015 12:00,0.0223,1.12626,1.07155
5,EUR/USD,sell,34881,1.15578,17/01/2015 16:00,0.0216,1.17562,1.12967
8,EUR/USD,buy,28181,1.15773,17/01/2015 20:00,0.028,1.14603,1.20021
1,EUR/USD,buy,16668,1.13594,18/01/2015 00:00,0.006,1.1203,1.17936
1,EUR/USD,sell,49890,1.11641,18/01/2015 04:00,0.008,1.13467,1.08557
2,EUR/USD,sell,30772,1.24478,18/01/2015 08:00,0.0106,1.26952,1.1953
6,EUR/USD,sell,33521,1.14667,18/01/2015 12:00,0.007,1.16725,1.10944
5,EUR/USD,buy,44685,1.12185,18/01/2015 16:00,0.0171,1.1014,1.15962
8,EUR/USD,buy,46815,1.23999,18/01/2015 20:00,0.0147,1.22223,1.27497
10,EUR/USD,buy,1071,1.05786,19/01/2015 00:00,0.0145,1.04081,1.09349
1,EUR/USD,buy,44653,1.21605,19/01/2015 04:00,0.0128,1.1991,1.24983
8,EUR/USD,sell,46773,1.19392,19/01/2015 08:00,0.0211,1.21098,1.16589
4,EUR/USD,sell,11935,1.14921,19/01/2015 12:00,0.0117,1.16241,1.12069
7,EUR/USD,sell,11958,1.06605,19/01/2015 16:00,0.02,1.08596,1.03502
4,EUR/USD,buy,17530,1.05794,19/01/2015 20:00,0.0123,1.04286,1.09202
5,EUR/USD,sell,5836,1.10075,20/01/2015 00:00,0.0139,1.11325,1.06476
4,EUR/USD,sell,19597,1.10297,20/01/2015 04:00,0.0103,1.11756,1.05997
10,EUR/USD,buy,36501,1.08049,20/01/2015 08:00,0.0202,1.0669,1.12302
9,EUR/USD,buy,11625,1.23155,20/01/2015 12:00,0.0175,1.21425,1.26619
1,EUR/USD,buy,24532,1.14099,20/01/2015 16:00,0.0245,1.12632,1.18013
6,EUR/USD,sell,9923,1.18177,20/01/2015 20:00,0.0052,1.19998,1.14693
6,EUR/USD,sell,17208,1.20272,21/01/2015 00:00,0.0192,1.21692,1.17438
9,EUR/USD,buy,20865,1.09803,21/01/2015 04:00,0.0083,1.08167,1.12465
10,EUR/USD,buy,29121,1.1649,21/01/2015 08:00,0.0267,1.14483,1.19722
1,EUR/USD,sell,27373,1.11514,21/01/2015 12:00,0.0157,1.13474,1.07658
6,EUR/USD,sell,13036,1.20569,21/01/2015 16:00,0.0272,1.2219,1.1704
5,EUR/USD,buy,8268,1.18369,21/01/2015 20:00,0.0161,1.17007,1.22249
1,EUR/USD,buy,25005,1.06666,22/01/2015 00:00,0.0172,1.05309,1.08946
5,EUR/USD,sell,10239,1.09645,22/01/2015 04:00,0.0075,1.11175,1.05901
4,EUR/USD,sell,36508,1.20783,22/01/2015 08:00,0.0132,1.22321,1.16011
6,EUR/USD,buy,31170,1.071,22/01/2015 12:00,0.0206,1.0541,1.09561
1,EUR/USD,buy,1438,1.24561,22/01/2015 16:00,0.0067,1.23077,1.27227
3,EUR/USD,buy,28247,1.14997,22/01/2015 20:00,0.0159,1.13602,1.176
7,EUR/USD,sell,33156,1.10363,23/01/2015 00:00,0.007,1.12174,1.07154
6,EUR/USD,buy,43512,1.11433,23/01/2015 04:00,0.0214,1.10184,1.146
10,EUR/USD,sell,39408,1.22396,23/01/2015 08:00,0.0223,1.2444,1.19435
3,EUR/USD,buy,15299,1.10427,23/01/2015 12:00,0.021,1.08861,1.13212
5,EUR/USD,sell,14702,1.05703,23/01/2015 16:00,0.0199,1.07013,1.02211
5,EUR/USD,buy,49266,1.16457,23/01/2015 20:00,0.0292,1.14214,1.19289
6,EUR/USD,buy,26906,1.18722,24/01/2015 00:00,0.0231,1.17385,1.21639
10,EUR/USD,buy,43888,1.24958,24/01/2015 04:00,0.0176,1.23466,1.29647
3,EUR/USD,buy,11442,1.16191,24/01/2015 08:00,0.0145,1.14888,1.19159
9,EUR/USD,sell,7189,1.07111,24/01/2015 12:00,0.02,1.0827,1.03063
7,EUR/USD,buy,41023,1.23235,24/01/2015 16:00,0.0065,1.21147,1.27978
9,EUR/USD,sell,21841,1.24754,24/01/2015 20:00,0.0146,1.26606,1.20219
2,EUR/USD,buy,18123,1.10053,25/01/2015 00:00,0.0098,1.08116,1.13687
3,EUR/USD,sell,48414,1.16908,25/01/2015 04:00,0.0177,1.18609,1.12352
10,EUR/USD,sell,16417,1.11641,25/01/2015 08:00,0.0261,1.13423,1.09001
3,EUR/USD,sell,43686,1.11368,25/01/2015 12:00,0.0151,1.13007,1.07944
6,EUR/USD,buy,28274,1.15031,25/01/2015 16:00,0.0089,1.13489,1.17977
4,EUR/USD,sell,4375,1.23367,25/01/2015 20:00,0.0254,1.24712,1.20564
4,EUR/USD,sell,24709,1.16945,26/01/2015 00:00,0.0053,1.18767,1.13326
8,EUR/USD,buy,41333,1.1378,26/01/2015 04:00,0.0287,1.12037,1.17467
7,EUR/USD,buy,49626,1.2125,26/01/2015 08:00,0.0167,1.18865,1.25947
6,EUR/USD,buy,3484,1.0799,26/01/2015 12:00,0.0077,1.05915,1.10691
2,EUR/USD,buy,4233,1.16425,26/01/2015 16:00,0.026,1.14391,1.2095
10,EUR/USD,buy,13680,1.05419,26/01/2015 20:00,0.0111,1.03628,1.07561
8,EUR/USD,buy,7858,1.1204,27/01/2015 00:00,0.0209,1.09955,1.1474
2,EUR/USD,buy,30606,1.23952,27/01/2015 04:00,0.0091,1.21916,1.26728
10,EUR/USD,sell,22814,1.08478,27/01/2015 08:00,0.0234,1.09813,1.04562
2,EUR/USD,sell,44865,1.12158,27/01/2015 12:00,0.0298,1.14178,1.08352
7,EUR/USD,buy,10540,1.06767,27/01/2015 16:00,0.0106,1.05686,1.10934
2,EUR/USD,sell,6992,1.08687,27/01/2015 20:00,0.0172,1.10844,1.04489
3,EUR/USD,sell,43111,1.20227,28/01/2015 00:00,0.0207,1.21549,1.16936
9,EUR/USD,buy,45940,1.07467,28/01/2015 04:00,0.0188,1.05842,1.10035
6,EUR/USD,buy,15868,1.23237,28/01/2015 08:00,0.0248,1.20986,1.25726
3,EUR/USD,buy,31139,1.13597,28/01/2015 12:00,0.0148,1.11833,1.1772
9,EUR/USD,sell,30019,1.10861,28/01/2015 16:00,0.0089,1.12289,1.0771
10,EUR/USD,buy,32966,1.06653,28/01/2015 20:00,0.0069,1.05088,1.08974
2,EUR/USD,buy,11345,1.1206,29/01/2015 00:00,0.0161,1.10868,1.16141
1,EUR/USD,buy,39585,1.12715,29/01/2015 04:00,0.0082,1.11239,1.16072
5,EUR/USD,buy,13885,1.23549,29/01/2015 08:00,0.0144,1.21307,1.282
4,EUR/USD,buy,15659,1.09136,29/01/2015 12:00,0.013,1.07508,1.13112
8,EUR/USD,sell,15165,1.23749,29/01/2015 16:00,0.0062,1.25769,1.1949
9,EUR/USD,sell,29096,1.18692,29/01/2015 20:00,0.0145,1.20609,1.15722
4,EUR/USD,buy,15164,1.08174,30/01/2015 00:00,0.0282,1.06407,1.11315
9,EUR/USD,sell,23850,1.05122,30/01/2015 04:00,0.0199,1.07122,1.02699
6,EUR/USD,buy,39239,1.12626,30/01/2015 08:00,0.0185,1.10572,1.17054
10,EUR/USD,sell,6440,1.19805,30/01/2015 12:00,0.0177,1.21291,1.15058
6,EUR/USD,sell,11153,1.24266,30/01/2015 16:00,0.0151,1.25696,1.20334
1,EUR/USD,sell,48668,1.18207,30/01/2015 20:00,0.0185,1.19656,1.15253
1,EUR/USD,sell,43367,1.08163,31/01/2015 00:00,0.0104,1.09255,1.05442
6,EUR/USD,sell,29398,1.1486,31/01/2015 04:00,0.0105,1.16635,1.12256
10,EUR/USD,sell,22480,1.07991,31/01/2015 08:00,0.0118,1.09283,1.04321
3,EUR/USD,buy,3017,1.1666,31/01/2015 12:00,0.0154,1.14717,1.19621
7,EUR/USD,sell,6430,1.15106,31/01/2015 16:00,0.0162,1.16785,1.10978
2,EUR/USD,buy,48024,1.07758,31/01/2015 20:00,0.0258,1.05761,1.11268
6,EUR/USD,buy,44955,1.08874,01/02/2015 00:00,0.0079,1.06817,1.11423
6,EUR/USD,sell,32591,1.218,01/02/2015 04:00,0.0102,1.23221,1.18585
9,EUR/USD,sell,31647,1.23096,01/02/2015 08:00,0.005,1.25331,1.19071
10,EUR/USD,buy,2684,1.18859,01/02/2015 12:00,0.022,1.16968,1.2143
1,EUR/USD,buy,29405,1.15848,01/02/2015 16:00,0.019,1.14488,1.20022
6,EUR/USD,sell,16243,1.06596,01/02/2015 20:00,0.0268,1.08291,1.02742
7,EUR/USD,sell,36456,1.13541,02/02/2015 00:00,0.0279,1.15125,1.11053
6,EUR/USD,buy,22269,1.1078,02/02/2015 04:00,0.0119,1.08573,1.14565
2,EUR/USD,buy,30049,1.12412,02/02/2015 08:00,0.0073,1.10616,1.16012
10,EUR/USD,buy,44309,1.2471,02/02/2015 12:00,0.0058,1.22517,1.28631
5,EUR/USD,buy,8335,1.17584,02/02/2015 16:00,0.0069,1.16258,1.21905
3,EUR/USD,buy,9614,1.05463,02/02/2015 20:00,0.0296,1.0417,1.09078
7,EUR/USD,sell,19468,1.2162,03/02/2015 00:00,0.0156,1.23703,1.19018
9,EUR/USD,sell,19281,1.10604,03/02/2015 04:00,0.0051,1.12489,1.07744
8,EUR/USD,sell,46832,1.12104,03/02/2015 08:00,0.0293,1.13344,1.08078
5,EUR/USD,buy,23656,1.16927,03/02/2015 12:00,0.0099,1.14799,1.20211
1,EUR/USD,buy,35122,1.09862,03/02/2015 16:00,0.029,1.08476,1.12531
3,EUR/USD,buy,26182,1.20493,03/02/2015 20:00,0.0097,1.18942,1.24422
2,EUR/USD,buy,9199,1.19229,04/02/2015 00:00,0.0069,1.17237,1.22079
2,EUR/USD,buy,47431,1.11023,04/02/2015 04:00,0.0254,1.09546,1.14157
3,EUR/USD,sell,7277,1.24708,04/02/2015 08:00,0.0059,1.26221,1.20922
8,EUR/USD,sell,30305,1.14264,04/02/2015 12:00,0.0068,1.1617,1.10798
9,EUR/USD,sell,14349,1.20246,04/02/2015 16:00,0.0292,1.22171,1.16606
3,EUR/USD,buy,10746,1.12197,04/02/2015 20:00,0.0096,1.10154,1.15763
6,EUR/USD,sell,8851,1.18233,05/02/2015 00:00,0.0255,1.20263,1.15011
9,EUR/USD,buy,17098,1.22374,05/02/2015 04:00,0.0191,1.20618,1.24841
10,EUR/USD,buy,45166,1.2304,05/02/2015 08:00,0.014,1.21498,1.26045
9,EUR/USD,buy,28170,1.15535,05/02/2015 12:00,0.0137,1.14322,1.19592
3,EUR/USD,buy,28752,1.14157,05/02/2015 16:00,0.0285,1.12425,1.1837
6,EUR/USD,sell,3533,1.06542,05/02/2015 20:00,0.0105,1.08295,1.03193
3,EUR/USD,buy,39944,1.0524,06/02/2015 00:00,0.0298,1.03281,1.08644
5,EUR/USD,sell,37931,1.22346,06/02/2015 04:00,0.0128,1.23959,1.18595
8,EUR/USD,buy,11656,1.12667,06/02/2015 08:00,0.0275,1.11245,1.15428
3,EUR/USD,buy,24112,1.22776,06/02/2015 12:00,0.0067,1.20649,1.27413
6,EUR/USD,sell,28092,1.11492,06/02/2015 16:00,0.0252,1.12851,1.07998
1,EUR/USD,sell,27290,1.14944,06/02/2015 20:00,0.0232,1.16127,1.11725
5,EUR/USD,buy,24262,1.12859,07/02/2015 00:00,0.0293,1.11714,1.17231
7,EUR/USD,buy,18560,1.10253,07/02/2015 04:00,0.0161,1.08604,1.12733
10,EUR/USD,buy,41860,1.08903,07/02/2015 08:00,0.0189,1.07265,1.11667
1,EUR/USD,buy,24527,1.10892,07/02/2015 12:00,0.0225,1.08974,1.13832
8,EUR/USD,buy,44877,1.1541,07/02/2015 16:00,0.0253,1.13615,1.18639
2,EUR/USD,sell,12084,1.17945,07/02/2015 20:00,0.0134,1.19741,1.14449
4,EUR/USD,sell,27597,1.08957,08/02/2015 00:00,0.0179,1.10477,1.05065
7,EUR/USD,sell,7554,1.07101,08/02/2015 04:00,0.0088,1.08189,1.0337
5,EUR/USD,sell,16108,1.22977,08/02/2015 08:00,0.0096,1.24637,1.20291
4,EUR/USD,buy,49948,1.12648,08/02/2015 12:00,0.0205,1.10959,1.16176
4,EUR/USD,buy,32166,1.05792,08/02/2015 16:00,0.0147,1.03677,1.08275
5,EUR/USD,sell,27561,1.11258,08/02/2015 20:00,0.0078,1.1338,1.08541
3,EUR/USD,sell,2756,1.07983,09/02/2015 00:00,0.018,1.09261,1.05443
3,EUR/USD,sell,13093,1.13895,09/02/2015 04:00,0.0116,1.15923,1.10713
3,EUR/USD,buy,34440,1.15404,09/02/2015 08:00,0.0259,1.14144,1.18798
2,EUR/USD,buy,19410,1.06735,09/02/2015 12:00,0.0125,1.05013,1.10979
2,EUR/USD,sell,27183,1.1646,09/02/2015 16:00,0.0238,1.1766,1.12031
10,EUR/USD,buy,12079,1.18609,09/02/2015 20:00,0.0168,1.16652,1.23219
2,EUR/USD,sell,25398,1.05283,10/02/2015 00:00,0.0199,1.06679,1.02619
3,EUR/USD,sell,19656,1.12675,10/02/2015 04:00,0.0231,1.14638,1.09572
2,EUR/USD,sell,45249,1.21392,10/02/2015 08:00,0.0299,1.23657,1.17318
3,EUR/USD,buy,15436,1.10285,10/02/2015 12:00,0.0282,1.08412,1.13709
5,EUR/USD,buy,9903,1.0558,10/02/2015 16:00,0.0218,1.03748,1.08001
6,EUR/USD,buy,43661,1.10836,10/02/2015 20:00,0.0213,1.08931,1.1369
1,EUR/USD,buy,40219,1.2032,11/02/2015 00:00,0.0172,1.18253,1.24371
3,EUR/USD,buy,13757,1.16147,11/02/2015 04:00,0.0233,1.13916,1.1994
9,EUR/USD,buy,49280,1.09253,11/02/2015 08:00,0.0122,1.07192,1.13157
9,EUR/USD,buy,15485,1.06931,11/02/2015 12:00,0.0066,1.05736,1.10898
3,EUR/USD,buy,34625,1.0548,11/02/2015 16:00,0.0234,1.04106,1.09445
3,EUR/USD,buy,33935,1.20544,11/02/2015 20:00,0.0134,1.18331,1.23892
1,EUR/USD,sell,5269,1.23974,12/02/2015 00:00,0.0192,1.25353,1.21227
5,EUR/USD,sell,29552,1.05808,12/02/2015 04:00,0.0072,1.07736,1.0178
3,EUR/USD,sell,12779,1.20821,12/02/2015 08:00,0.0146,1.2257,1.16237
9,EUR/USD,sell,32053,1.11547,12/02/2015 12:00,0.0276,1.13259,1.09017
6,EUR/USD,sell,28412,1.07427,12/02/2015 16:00,0.0106,1.09567,1.05204
3,EUR/USD,buy,1908,1.09735,12/02/2015 20:00,0.0283,1.08578,1.12783
9,EUR/USD,sell,45111,1.1858,13/02/2015 00:00,0.0182,1.20169,1.1489
3,EUR/USD,buy,9524,1.07899,13/02/2015 04:00,0.0237,1.05794,1.11917
6,EUR/USD,buy,27745,1.15982,13/02/2015 08:00,0.0189,1.1374,1.20441
1,EUR/USD,buy,6427,1.12413,13/02/2015 12:00,0.0146,1.10345,1.15459
10,EUR/USD,buy,1702,1.22178,13/02/2015 16:00,0.0194,1.19814,1.26716
6,EUR/USD,buy,4320,1.18522,13/02/2015 20:00,0.0127,1.16529,1.2169
7,EUR/USD,sell,13212,1.1395,14/02/2015 00:00,0.0239,1.15125,1.10607
3,EUR/USD,sell,9017,1.14075,14/02/2015 04:00,0.0298,1.15564,1.11438
9,EUR/USD,sell,1803,1.18086,14/02/2015 08:00,0.0137,1.20389,1.13834
5,EUR/USD,sell,14628,1.17985,14/02/2015 12:00,0.0245,1.19697,1.1526
3,EUR/USD,buy,26908,1.19929,14/02/2015 16:00,0.0287,1.17838,1.22458
2,EUR/USD,sell,3997,1.13489,14/02/2015 20:00,0.0151,1.14948,1.10709
5,EUR/USD,sell,29856,1.07465,15/02/2015 00:00,0.0112,1.09335,1.04456
10,EUR/USD,sell,6539,1.13928,15/02/2015 04:00,0.025,1.15444,1.10305
3,EUR/USD,sell,18092,1.16678,15/02/2015 08:00,0.0112,1.18957,1.13063
1,EUR/USD,buy,35575,1.07971,15/02/2015 12:00,0.0194,1.0653,1.10747
3,EUR/USD,sell,27447,1.15741,15/02/2015 16:00,0.0297,1.17696,1.12918
3,EUR/USD,buy,37998,1.23069,15/02/2015 20:00,0.019,1.21749,1.27748
6,EUR/USD,buy,21903,1.14532,16/02/2015 00:00,0.0196,1.12603,1.17039
4,EUR/USD,sell,29689,1.18165,16/02/2015 04:00,0.0178,1.19603,1.15493
7,EUR/USD,buy,45886,1.12309,16/02/2015 08:00,0.0056,1.11151,1.15921
10,EUR/USD,buy,17368,1.17604,16/02/2015 12:00,0.0101,1.15992,1.21296
5,EUR/USD,sell,11410,1.15825,16/02/2015 16:00,0.0251,1.17041,1.13252
2,EUR/USD,sell,40254,1.06296,16/02/2015 20:00,0.0095,1.08014,1.03273
5,EUR/USD,sell,13968,1.09677,17/02/2015 00:00,0.0218,1.11008,1.07306
3,EUR/USD,buy,21553,1.1357,17/02/2015 04:00,0.0233,1.1156,1.17874
9,EUR/USD,sell,24633,1.15634,17/02/2015 08:00,0.0117,1.17895,1.11036
8,EUR/USD,buy,36222,1.08255,17/02/2015 12:00,0.0142,1.06928,1.11423
1,EUR/USD,buy,25396,1.16382,17/02/2015 16:00,0.0144,1.1493,1.1918
10,EUR/USD,buy,12992,1.12811,17/02/2015 20:00,0.0226,1.11676,1.15935
9,EUR/USD,sell,47416,1.19522,18/02/2015 00:00,0.0056,1.21293,1.15318
3,EUR/USD,sell,31395,1.21956,18/02/2015 04:00,0.0153,1.23696,1.18043
9,EUR/USD,sell,8421,1.17704,18/02/2015 08:00,0.0194,1.19314,1.14841
2,EUR/USD,sell,34417,1.11289,18/02/2015 12:00,0.0204,1.12756,1.08593
2,EUR/USD,sell,21694,1.17867,18/02/2015 16:00,0.0082,1.19111,1.13738
2,EUR/USD,buy,31505,1.11708,18/02/2015 20:00,0.0085,1.10304,1.15648
2,EUR/USD,buy,13439,1.24309,19/02/2015 00:00,0.0152,1.22381,1.28667
3,EUR/USD,sell,20414,1.07072,19/02/2015 04:00,0.0286,1.08655,1.03312
1,EUR/USD,buy,1197,1.211,19/02/2015 08:00,0.0107,1.19859,1.25707
3,EUR/USD,sell,29139,1.11494,19/02/2015 12:00,0.0202,1.12713,1.07589
2,EUR/USD,sell,23326,1.24913,19/02/2015 16:00,0.0108,1.26911,1.2128
9,EUR/USD,buy,10659,1.12825,19/02/2015 20:00,0.0258,1.10602,1.16555
9,EUR/USD,buy,9417,1.08996,20/02/2015 00:00,0.0068,1.07257,1.11532
7,EUR/USD,buy,43769,1.16801,20/02/2015 04:00,0.0176,1.1502,1.20234
6,EUR/USD,buy,32430,1.15042,20/02/2015 08:00,0.0289,1.13824,1.19567
